count,word
4,fawn
2,"considered,"
1,"ordered),"
2,whole...we're
5,"1,800"
1,"cords,"
1,seattle--
5,"-reston,"
5,gag
1,visit.staff
56,woods
29,hanging
15,paiza
21,woody
4,"sunflowers,"
8,"campari,"
41,canes
3,tipsy)
4,"10:45,"
6,course...
5,mid-week
1,course..)
9,gab
8,bahn-mi
2,tipsy;
2,everything.i
1,sauce..it's
2,11...why
2,calpico
5,*ultimate
7,wood)
60,"wood,"
3,pigment
3,montelcino
2,bun....i'd
20,bringing
2,weell
2,-sakito
3,vegas...i'm
2,"scale],"
1,arizona..and
45,wooden
1,"milestone,"
497,wednesday
3,(blackened)
3,crotch
6,flair..
4,"time,but"
2,"cane,"
2,keven
4,everything..
3,bbqs
6,dish.i
1,fuera
4,chimichuri
1,expeirence
33,tom's
4,27)
4,francesco
14,"27,"
2,"portebello,"
5,270
1,277
4,bagel&lox
2,bronte
16,errors
2,great-grandpa
2,*actual*
1,kid;
12,salsify
3,"gambling),"
7,kid'
3,kid)
10,day...but
2,e'
3,plus...........aaron
1,heaven....did
3,dish..
1,specifics:
1,deadhead)
9,bbq:
3,mailings
1,mediterrean
1,"complainer,"
1,mcdonalds'
5,grooves
2,portion...the
475,wagyu
5,bbq)
2,"otherise,"
2,bbq-
227,"bbq,"
2989,kids
4,(strong)
3,harsh-holes
9,controversy
1,macphee
2,kidd
1,sorbet...a
21,$$$$
4,spotty
22,"error,"
3,"-romantic,"
10,cobblers
2,southwestern/baja
14,projection
1,ahhhh....
2,text**
1,greek...it
6,"northeast,"
3,stern
5,"population,"
3,whiteys)
5,(strawberry
4,dng
5,dna
3,chips....very
1,-michael
2,cook/order
1,cans...i
2,(between
3,dnt
4,"(man,"
2,eat24....so
5,problem...we'll
2,carrots/beans/slaw
2,croissant....i
1,portions.i
5,2015:
2,waxy
2,cobbler:
12,yahoo
1,"dominated,"
2,brthday's
5,echelon
16,(filet
32,"cobbler,"
24,(many
23,intake
1,"sermon,"
2,maaaattttt
3,sidebar:
1,w/lots
1,try....and
1,"sidebar,"
7,banana...don't
1,appertif
2,tapa's
5,wang
3,wand
49,pints
2,cheese/spinach
1,w/rice
3,2015)
11,kids...
2,birsch
234,want
5,husband:
54,pinto
4,tqla
5,ex-mother-in-law
168,travel
1,"glenn,"
1,steakhouse-its
1,smashburger..and
1,oil--
7,county...but
1,homo-sapiens
2,exelent
7,"collins,"
1,posers:
10,moularde
2,goeers..ill
1,chocolate/jam
1,everything....i
1,wan)
20,wrong
1,calidad
3,delivery..
11,"pint,"
1,pint-
1,casinoes
5,veggies.it
1,catracho
1,pss-
1,"(specifically,"
7,"retired,"
1,@cali
1,"creative),"
2,bobo's
48,ho
11,chandon
4,brandos
3,"8:00am,"
2,8:00am)
1,offered***
4,welcomed
4,spagos
16,"effect,"
4,tam's
5,branded
4,effect)
8,(us)
25,"voucher,"
4,shiva(
8,wherein
4,azbc
1,takeshita
1,p.s....
11,welcomes
2,fir
1,"abella,"
70,fit
1,cornhole-ing
69,screaming
317,fix
3,"http://www.yelp.com/biz_photos/k64uw3a2enh2mznpwrhwkq?select=wmhmwylfmh1v9ens1xxe-q#wmhmwylfmh1v9ens1xxe-q,"
