count,word
1,fawn
2,"considered,"
2,"agnolotti,"
3,"ordered),"
1,whole...we're
1,asian-
1,gah
1,"soon...so,"
8,*best*
3,better....i
1,visit.staff
40,woods
1,zinke
9,hanging
1,fresco's
2,francesca
1,jemma
3,"sunflowers,"
2,2)very
10,"collards,"
1,$19.00
14,canes
1,hour.....the
1,tipsy)
1,"kingdom,"
11,chatter
3,course...
1,caramel:
7,pager
8,gab
7,originality
1,era...back
1,quality/service
3,dillons
2,crossbar
2,everything.i
1,half-tomato
1,"liaison,"
1,waang
28,"caramel,"
1,benvolio
1,"taso,"
6,spider'
3,"artsy,"
4,calpico
1,*ultimate
1,wood)
1,"spider,"
50,"wood,"
1,x-men
1,pigment
4,fattiness
2,montelcino
1,hot..lots
9,rawhide
2,"techniques,"
1,(buck
3,(boricha)
1,bringing
1,blingy
3,kasperski
2,"rubs,"
2,"bock,"
5,revelers
12,caramels
2,flemin
4,-french
20,broiler
1,cheeder
23,wooden
1,seven:
5,counter..not
208,wednesday
2,cherchions
2,*food
11,broiled
2,n....for
1,crotch
1,chimchurri
1,capsicum
4,"ocean,"
2,"time,but"
1,steadfastness
1,"cane,"
1,serivce...more
1,(hormones
2,"seven,"
1,bbqs
1,dish.i
1,"vags,"
4,chimichuri
37,(except
13,roscoe's
17,tom's
2,frasier's
4,"27,"
10,frederick
1,mini-hazlenut
2,"1997,"
3,270
6,paiza
1,"4,700%"
4,broth...
1,"$1.50,"
11,woody
1,",at"
2,"chin,"
8,horseshoe
1,"buttera,"
2,"exclaim,"
1,bagel&lox
1,yogurt--
1,"mex),"
5,errors
3,great-grandpa
3,pepper:
16,"nature,"
1,"pureed,"
1,*actual*
263,cooking
1,ordered...starters
6,salsify
1,$65.00
1,"sanfran,"
2,magees
1,cocktails...
50,"kid,"
1,"unfair,"
2,kakikage
7,"choco-mousse,"
4,chins
2,specifics:
2,"supplements,"
2,-then
1,"grocery),"
4,masuman
1,(chutney
1,delicate..
3,ching
1,"tipsy,"
150,china
334,wagyu
3,bbq)
1,walsh:
1,gm's
16,-they
119,"bbq,"
4,"shock,"
2,bar....
1346,kids
1,coke..
1,cookin)
1,list....
1,robato
1,"brocoli,"
1,harsh-holes
1,cupful
1,session...
1,controversy
3,"plated,"
2,kidd
1,around.....service
1,natures
2,paytoncurry.com
2,beware...if
5,spotty
4,"error,"
1,caramel;
2,"-romantic,"
1,mapo-tofu
131,golden
2,(football
3,forgot....
1,"tocino,"
5,projection
5,ta's
3,"branzino,"
1,beans..(i
1,cindie
2,plate...which
4,family/friends
2,pepperoni/awesome)
3,"place,everything"
3,stern
4,"population,"
7,"popular,"
6,honestly...where
8,branzino:
2,branzino;
7,dng
4,dna
3,-service
1,tabeleh
2,catchy
1,-michael
2,abbreviations
1,"thxgiving,"
1,5am)
1,(between
2,vampire's
14,somm
1,--hatch
1592,music
8,therefore
2,church.i
2,mystic
3,'a5'
2,"(cody),"
4,problem...we'll
1,managers...
3,hu
1,"cindi,"
4,"macmillan,"
2,tenderloin....we
2,cobbler;
4,"specifics,"
2,(pizza):
6,yahoo
1,"italian....wait,"
4,caramel)
1,tenkatsu
5,ayce---
1,rhetts
1,"steak/seafood,"
2,echelon
13,(filet
14,"cobbler,"
24,circumstances
10,(many
1,honeymooner
7,intake
8,captain's
1,sidebar:
3,100.00
1,"volcanoes,"
1,banana...don't
2,locker
2,"hermosillo,"
3,"room),"
2,busyness
3,sake...but
4,degrees)
26,"rocks,"
1,"monique,"
2,feauille
5,"degrees,"
5,matilda
3,india's
1,shirataki
1,meat-eating
1,tapa's
3,wang
2,wand
24,pints
1,"(particularly),"
3,grass-fed
1,cupid
3,cheese/spinach
10,papillote
1,********
1,beansprout
4,kids...
2,birsch
65,want
1,pizzas....we
3,shaggy
3,pabil
39,pinto
2,$100/person
1,cookery
408,absolute
1,mcmuffin
4,"lettuce),"
1,house.....and
4,"passable,"
65,travel
1,subtleness
1,steakhouse-its
1,vegas....even
1,county...but
3,homo-sapiens
1,",delicious,"
2,"brown,mac"
4,topings
4,moularde
1,amricaine
1,wood*
1,cadence
1,anything......................
1,"evoo,"
16,caldo
5,oceans
2,"cooker,"
1,wan)
4,hourglass
1,anothernall
1,mr.lynn
1,table/chairs
12,wrong
1,"d&c's,"
2,bowls)
1,delivery..
3,"pint,"
1,people..but..we
1,-greasy
1,veggies.it
3,"2:30am,"
1,"capos,"
1,-matsutake
1,"-reston,"
4,shimagamo
2,malabar
5,tulip
2,"creative),"
12,18th
2,torts
7,chandon
1,different...face
2,vistors
3,"suite,"
1,asparagus...this
1,623
1,8:00am)
1,flower)
1,welcomed
1,mess...but
1,"effect,"
1,rotem
3,tam's
2,effect)
2,"chese,"
12,"voucher,"
1,sidekicks
1,vegas...well
1,shiva(
1,guys'that
26,"lovers,"
2,"jigui,"
5,wherein
1,kpc
1,lovers-
5,fir
1,...so
33,fit
1,cips
36,screaming
154,fix
1,hallway/first
1,bowls:
1,"cheesemonger,"
3,beverages:
1,hyperbole...but
3,(anchovies
181,fig
1,end.the
9,fuddruckers
65,fin
4,-bone-in
15,fil
42,"welcome,"
1,weell
2,acclaim)
4,"(crab,"
1,welcome)
1,decision...
1,songwriter
1,wow...and
1,maritime
14,spot...
3,top-quality
1,zac
1,ingredients...
2,"panisse,"
16,effects
12,"spago,"
1,welcome;
1,sidekick:
2,sixteen
1,(use
3,"montas),"
5,"whore,"
1,"tequila,and"
3,good.roscoes
2,"audrey,"
4,bread...which
9,restaurants;
1,"anticipation,"
2,lovers:
1,srirapathai
