count,word
35,raining
0,refridgerated
1,finessed
1,cussed
0,absentminded
0,sacastic
0,returtning
1,sunburning
0,unexpectant
0,3specially
5,railing
2,conjuring
4,comically
0,beaufifully
0,regularize
1,crooned
0,simultiously
1,resrarched
3,eligible
1,yumalicious
0,geating
0,convently
1,mooded
1,superficially
1,refunding
0,caned
0,starrrrrving
2,demoted
0,portentous
1,flicking
1,singlehandledly
1,makeing
0,prefacing
0,touristed
1,rashly
4,preceeded
1,defintly
0,relable
0,scrumpdiddlyumptious
0,ohmygodheavenly
2,brolied
1,energistic
0,malfunctioned
168,screaming
1,intruduced
0,unrefridgerated
0,scrumdilicious
0,iusually
0,uzbekistan
2,differentiated
0,nonexpanding
5,uttering
7,grueling
2,increble
0,ridiclious
1,techinally
0,unblurred
30,piling
0,pasqual
2,caged
23,stereotypical
2,debuting
1,monopolized
217,commented
2014,asian
0,seeasonal
0,infringed
510,tired
0,punchable
0,bearingly
565,hanging
1,splendiferous
0,unlusted
1,sodelicious
0,underregarded
4530,second
1,advantaged
1,mosied
0,fragrantly
4,sustaining
0,consenting
2,shrugging
2,sailed
31,scraped
3,loathing
1,cobbling
0,rewritten
0,dangled
2,unlisted
82,forgetting
0,provolonecheese
0,mazzing
34,contributed
0,povencal
0,dicovered
1,mindbendingly
2,negated
1,redelivered
18,increasing
1,hallucinating
0,admiral
0,housewarming
1,misjudged
1,crouch
0,cisual
1,vetting
0,quietened
0,intentioned
32,interrupting
3,brainwashed
1,unseemly
2,derricious
0,friendlyish
29,reported
1,ching
0,perfunctorily
1,sliiightly
1,auctioned
22,affiliated
1,defenetelly
0,extened
0,deodorize
8,sloshed
3,deferring
0,snotted
1,runonsentencesbedamned
0,accomdoating
0,ellse
0,undoudtedly
0,retoxifying
0,heavingly
115,appropriately
66,magically
0,seattlecentral
868,explained
0,orangish
3,psychological
0,hobble
0,microbrewing
0,unanswered
0,panasian
0,overrpriced
0,flurrying
0,nause8ingly
5,disinterested
1,cherishing
30,cheating
0,kettled
0,wecomed
1,upleveled
5,occupying
1,ghettofabulous
104,therefore
1,violently
7,heralded
1,famaily
1,visably
2,expiring
6,cynical
2,standardized
0,forementioned
124,successful
0,unpersonable
1,whirling
1,somehting
0,acosted
0,faceted
0,reversible
1,friendsgiving
5,tying
0,consciencious
222,encountered
1,comforatble
0,excrable
0,tiured
2,fluidly
0,patying
0,unsatsfued
0,unaffiliated
0,phenomitastic
1,embued
41,famed
1,plunged
2,earlyish
3,espcially
0,reallyreally
0,untampered
0,expressively
0,diffenetly
1,sittting
1,unjust
14,increasingly
2,peppering
0,embarressing
0,eeleven
231,reviewing
1,nithing
1,defeniatly
1,thirtysomething
1,interupting
5,groaned
0,traven
0,shirked
53,copious
0,vingerary
1,caterered
1,atomically
0,ciely
17,dared
11,preferable
3,reconfirmed
0,fresshly
0,tripling
0,dreeenking
4,arived
0,sketchtastic
1,assimilated
5,sippy
0,canvasing
0,elven
3770,wrong
0,steared
0,unbelivably
0,ungracefully
17,destined
1,sentencing
0,sarcatic
0,divebombing
1,deelicious
0,thecheese
1,anassuming
10,choking
34,effective
0,procing
0,120cal
1,emplied
1,presiding
13,discontinued
6,sickening
5,luring
1,beeping
0,oppossed
0,marinanted
1,democratic
1,nonsensical
0,bristly
3,stockpiled
3,accompied
0,neese
1,priding
0,puling
2,aromatically
3,whizzing
1,substitued
1,quantly
0,enquiring
0,soothingly
1,apoligized
0,activating
1,upsclale
1,bemusedly
1,pridefully
1,conned
0,ubelievably
1,urial
929,bringing
0,lifeling
1,eactually
0,delivishly
1,waled
0,hidded
0,reprised
3,distinguishing
0,endeavoring
0,insubstantial
1,prooooobably
0,accentuating
0,easiet
9,admirable
0,stantial
0,unresistable
1,inoculated
0,fanfarkingtastic
1,sympathatic
3,zoning
0,paisly
29,slicing
0,conisdering
1,completellly
0,supernal
1,thankfiully
0,colsed
4,internally
2,mimicking
1,undeveloped
0,orddered
48,saddened
5,structural
0,perticularly
57,represents
1,weekened
0,probiotic
1,lillian
0,superdelectable
0,contagous
3,noticable
0,derishious
1,wedsing
11,simplified
1,devowered
1,prevous
0,apetizing
1,boombastic
26,preceded
20,financial
1,reputedly
1,seving
1,unfilling
3,oohed
0,propertly
1,diffenently
1,juicily
1,depositing
0,reentering
22,substantially
1,obessed
0,agreeded
9,blinded
6,trending
3,retuning
0,novemberfest
7,scrumptiously
1,unlabeled
2,excepting
0,persisted
1,seaking
1,parkiing
23,flooded
0,sevayian
0,everuything
0,outburst
0,intervewing
0,gandered
1,stamping
0,tohic
0,prattled
241,assured
0,unibrue
0,chillaxing
17,threatened
1,asianized
0,duiring
5,encountering
0,timiing
0,tinkled
993,returning
1,obstructing
16,universally
0,senzual
0,fabulious
0,perferctly
1,unstrained
6,exposing
0,extremwly
12,sickeningly
24,diabetic
0,ehat
0,hazardly
1,redonkulous
1,shelved
67,shipped
0,electronicish
15,eatting
1,divorcing
1,wobbling
2,symbolize
3,resetting
1,enamoring
1,applebeese
23,shopped
9,winded
1,inculded
1,sallied
0,shoppen
0,lishcious
1,nohting
0,masted
2,shoping
0,disaspointed
0,6philly
0,omniously
14,outstandingly
7,touting
2402,needed
393,listed
0,slurrily
1286,recent
0,recreationally
0,deconstruced
0,recommnded
0,geeting
0,quily
0,purebred
17,predictably
3,fibrous
13,frowned
1,consitantly
0,cominging
0,potting
8,rectified
8,oddest
1,mutilated
2,defaulted
2,unreachable
1,hipstered
0,emencely
67,positively
0,enlish
931,showed
0,fantatsic
0,wackiest
4,morphed
0,gelified
1,walloped
1,verging
1,aaammazing
4,idle
19,exclaimed
0,unbeleiveable
0,oooong
1,pheening
0,outfuckingstanding
0,resaonable
1374,feeling
0,forfeited
5,groaning
0,atmoaphere
4,smoothered
4,untrained
2,ioved
0,underbite
1,dozed
1,hellaciously
0,peobably
1,constricted
1,frequeneted
2,runned
1,foundational
1,huveous
23,regretting
15,60th
1,pheasantly
1,statred
63,eagerly
1,toothed
32,causing
40,amusing
2,soldiered
0,agressive
1,comprimising
0,pestoral
0,lrt2013_metro_max_panel_card_web_english
0,welly
12,committing
232,shall
1,miscalculated
1,pelting
0,anglicanized
1,diminishing
5,looming
1,disjointed
0,lyoneese
5,conceded
2,resonated
0,retrogressed
0,reaaaaaallly
0,signalled
0,mastercrafted
1,arly
0,snooping
1,qual
6,emailing
0,menioned
5,singed
1,pretensious
14577,pretty
0,marven
20288,came
1,roadtripping
1837,saying
0,tincluding
0,larded
10,departing
0,reclined
