count,word
7,"considered,"
3,(nwc)
5,"agnolotti,"
5,mmmmmmmm's
67,gai
3,less-than-appetizing
1,wrought-iron
2,gag
1,"kansas,"
35,woods
1,(runny
18,hanging
3,"weren't),"
25,woody
2,mansions....
14,"ordered),"
19,"collards,"
9,"tipsy,"
3,(origin's
1,tix4tnite
28,though...i
10,course...
5,mid-week
1,thecover
245,"cake,"
4,originality
2,specifics)
1,entrees...strange...confusing
1,"naw,"
1,steaks/lobster
1,caramel)
2,"selection/competition,"
19,"caramel,"
1,special($4.99)
2,vesuvios
1,jalapeno/cranberry
2,starter..
1,rubs:
25,"beverage,"
27,"wood,"
2,"dried-tomatoes,"
2,fattiness
1,"ebt,"
2,"craisins,"
7,husband...she
14,rawhide
3,"grease),"
4,though...the
6,bringing
18,showroom
1,"rubs,"
1,"bock,"
10,revelers
9,-french
9,grueling
8,broiler
1,ocean)
15,wooden
1,cane:
7,"thinly,"
347,wednesday
17,*food
3,broiled
4,"koval,"
3,wooder
1,b-/c+
7,$25/pp
1,jambalaya...i
2,"sizes),"
5,crust:custard
7,harkins
6,bbqs
5,strongbow
4,chimichuri
109,(except
23,roscoe's
46,tom's
2,pepper'
1,"dayum,"
10,daal
1,complainers
1,$1.50)
58,e.
13,"$1.50,"
6,-service:
1,",at"
1,pizza-which
1,horseshoe
2,up...food
6,",as"
42,errors
1,"san,"
1,it...hung
22,"nature,"
2,centimeter
360,cooking
3,hp
1,news...which
1,$65.00
2,singles...i
1,"dailies,"
1,kid)
3,cocktails...
54,"kid,"
1,e'
2,"blunt,"
2,shocks
2,satisfaction.your
3,blurriness/dizziness
1,"conceived,"
1,chins
2,specifics:
1,bbq;
1,colleagues;
2,how've
1,"miniature,"
13,bar...while
1,scudders
4,ching
1,"complainer,"
302,china
1,pafutelli
1,(salads)
159,wagyu
4,bbq)
1,....yes
90,-they
197,"bbq,"
2,"cookin,"
2,bar....
2,reggae
2283,kids
1,coke..
1,****portion
2,food/drinks..
2,humuus
2,shuteye
4,cookin'
1,"thur/fri/sat,"
5,oxymoron
2,"flattened,"
1,(college
1,entrees..
1,*spaghetti
16,spotty
25,"error,"
13,"circumstance,"
203,golden
5,cobblers
2,"pomegranates,"
12,projection
6,"branzino,"
1,branzino-
1,chilli's
1,"felipe,"
1,family/friends
2,quadruple
2,sedona's
3,stern
7,"population,"
23,"popular,"
3,battista
1,population)
2,reviewer's
1,dng
2,dna
2,portugal
2,dnc
4,catchy
1,r's....wednesday
1,cannibal
2,prospector
4,(between
3,dnt
1911,music
2,"ocarina,"
4,macarorrni
1,coffeehouses
1,"proper),"
2,"vida,"
3,"douchy,"
3,degree...
2,$9-11
2,populations
1,kilroys
4,$19.00
3,($14-15)
1,rumpus
6,"-friendly,"
1,telecast
2,frarej
2,hour...you
4,echelon
2,(strip
21,"cobbler,"
1,mt.leb
33,circumstances
2,(many
29,intake
8,captain's
3,locked
1,well......that's
2,dry..
3,w/lots
9,"recollection,"
5,catch:
2,"volcanoes,"
8,"'spicy,"
6,"delay...ie,"
1,"(http://www.yelp.com/biz_photos/2gmgt-7qjowr1ihup3fbva?select=r-j7wlbaz7cggrmtetorxa),"
3,"sidebar,"
11,locker
11,"room),"
5,busyness
1,$2.69
1,"monique,"
14,"degrees,"
5,matilda
3,"thai-mild),"
5,wana
4,capsaicin
1,wang
41,pints
2,unjust
6,places..
2,kernels...
4,w/rice
1,pooper
1,(blended)
2,pinta
162,want
1,cookers
2,mangorita...it
25,pinto
1,$100/person
1,cookery
57,absolute
1,"bibbed,"
3,"posers,"
9,mcmuffin
5,sugarless
2,"uncorked,"
2,"dooby,"
2,disappointed....
2,though--we
114,travel
1,struesel
5,mert's...you
3,steve-o-reeno
1,"distributer,"
7,dangerfield
1,'eggs'
15,barstools
3,palaces
6,amricaine
1,bite-sized-ness
2,sssslllloooowwww....
3,4/
12,caldo
2,oceans
1,caldi
1,goober
7,"cooker,"
2,show;
1,cooker)
2,room..the
1,pint;
2,(kid
2,(ordering
79,wrong
3,piercing
2,bowls)
2,stollen
8,"pint,"
2,hahahaahahah
2,"magnum,"
1,time/money
1,catracho
1,"(salty/seafoody),"
5,"(specifically,"
2,carafe...
1,"pizza......meh,"
4,cappicoal
3,lame....like
16,18th
6,mac-and-cheese
3,"chance',"
1,"stirfry,"
