count,word
2,"considered,"
5,"agnolotti,"
5,vang
1,raining
1,*best*
2,gag
14,woods
7,hanging
1,salaon
10,woody
1,gae
1,"ordered),"
6,"collards,"
3,"tipsy,"
1,cake-
1,caramel;
1,$63.00
2,gab
4,originality
1,dome-
1,caramel)
2,"liaison,"
7,"caramel,"
1,jalapeno/cranberry
1,(stones
5,"beverage,"
17,"wood,"
1,"ebt,"
4,rawhide
3,bringing
1,bruschette
2,revelers
2,grueling
2,broiler
11,wooden
39,"pepper,"
89,wednesday
8,*food
2,broiled
1,all...quaint
5,$25/pp
1,"cane,"
2,"seven,"
1,bbqs
23,(except
7,roscoe's
5,tom's
1,"naw,"
1,eggroll)
1,scrapes
1,berserk)
2,"$1.50,"
1,francesca
1,carpeting
8,errors
1,"san,"
1,small/large
6,"nature,"
92,cooking
1,hp
2,$65.00
2,designing
11,"kid,"
1,chins
1,how've
2,bar...while
1,chine
1,ching
4,canes
78,china
74,wagyu
18,chino
1,chink
49,"bbq,"
586,kids
2,sugar)
1,"brocoli,"
6,robata
1,cookin'
1,"thur/fri/sat,"
1,*spaghetti
1,spotty
2,"error,"
1,"circumstance,"
53,golden
1,cobblers
6,projection
1,branzino-
1,chilli's
1,"felipe,"
1,family/friends
2,"population,"
6,"popular,"
2,population)
2,dng
1,sommerbrau;
2,dnc
3,catchy
1,r's....wednesday
2,chest....
589,music
6,therefore
2,"garlicly,"
3,dishes)***
3,populations
2,yahoo
2,http://www.yelp.com/biz/hachi-las-vegas
3,"-friendly,"
2,menu.they
32,"husband,"
3,(filet
6,"cobbler,"
3,circumstances
1,(many
8,intake
5,captain's
1,w/lots
2,"recollection,"
1,100.00
1,"volcanoes,"
1,"delay...ie,"
1,"sidebar,"
1,locker
3,"room),"
1,"monique,"
3,"degrees,"
2,matilda
1,"thai-mild),"
1,capsaicin
1,was/has
14,pints
1,anyhow..
1,cheese/spinach
1,w/rice
1,kids...
1,pinta
26,want
7,strip)
10,pinto
48,absolute
3,mcmuffin
1,"lettuce),"
2,though--we
18,travel
1,struesel
3,steve-o-reeno
2,dangerfield
4,barstools
5,amricaine
2,4/
6,caldo
2,oceans
2,wholewheat
3,pint:
1,(kid
1,dinosaurs
19,wrong
5,"pint,"
1,geesh~
1,"magnum,"
1,time/money
1,"eliters,"
1,"cereal),"
6,18th
2,"stirfry,"
1,"(vermicelli),"
1,point-of-sale
1,chicken...oh
1,welcomed
1,mary...
3,60th
2,"voucher,"
1,grits....was
2,(crabs
3,...so
21,fit
1,uot
10,screaming
75,fix
21,fig
1,wales
20,fin
1,weird-tasting
5,fil
9,"welcome,"
1,drink/cocktail
4,"(crab,"
3,"chicken,which"
1,"sidekick,"
4,vouchers
3,ingredients...
1,sovi
1,chimicanga
7,effects
1,"spago,"
1,$12.49
1,sixteen
1,groupon;
2,(use
4,malouf
1,http://www.yelp.com/biz_photos/edens-grill-inn-phoenix?select=1o5ozxbndak7_yndihq0vw#1o5ozxbndak7_yndihq0vw
1,"whore,"
2,w/blue
5,carbohydrates...mac
6,restaurants:
1,restaurants;
1,"anticipation,"
2,legs/shrimp
1,averse
8,restaurants'
5,restaurants)
4,arroz
150,"restaurants,"
1,kincaids
1,windmill
8,"correct,"
1,turn-over
5,"pumpkin,"
4,phoenicians
1,correct)
1,large...
1,hmmm...presto
1,impossible
12,veracruz
1,"dom's,"
6,"self,"
4,oprah
2,mi.....
1,freeze
1,enviroment
22,mason
1,(behind
3,dinginess
1,bill.....
3,guitarists
1,smithfield
6,"joe's,"
1,"grapefruit,"
2,food.....not
4,"robatayaki,"
1,"phoenician,"
2,pumpkins
2,"bartolotta,"
5,"occasionally,"
2,chlorine
1,competes
10,n9ne
1,80's....and
5,jose's
2,"pickens,"
2,"nasty,"
4,loudness
1,gorlfriend
2,"understaffed,"
2,($3.95)
1,"amall,"
2,l'etoile...
1,filibertos
21,kfc
1,chevron
6,"worries,"
6,"grappa,"
2,viets
