count,word
1,peans/nuts
2,gai
1,saimin
2,vinaloo
5,woods
2,hanging
2,woody
1,cannelono
1,"collards,"
1,over/under
1,pleasures....it
2,aileen
4,course...
3,jell-o
2,originality
1,cook::
2,chicmichanga
1,verdict..
3,"beverage,"
9,"wood,"
1,patio.we
1,rawhide
1,henderson/south
3,screaming
1,"bock,"
1,revelers
5,broiler
7,wooden
1,"thinly,"
40,wednesday
3,*food
3,broiled
2,"blended,a"
7,comp....went
1,"seven,"
24,(except
1,roscoe's
4,tom's
2,vegetables...with
2,wines/ports
1,"1997,"
2,sooth
1,"'large,'"
1,"chin,"
2,horseshoe
1,(papaya
3,(basque
1,",as"
7,errors
1,kartell
1,"chuckie,"
37,cooking
1,$65.00
8,"kid,"
1,laotian/thai
1,"whatevers,"
3,dish..
1,bbq:
1,masuman
2,canes
44,china
44,wagyu
5,chino
4,-they
37,"bbq,"
334,kids
2,robata
1,oxymoron
2,"(6oz,"
2,translations;
1,entrees..
1,"olives,charge"
1,hassle.the
4,"error,"
1,"circumstance,"
37,golden
3,projection
1,chilli's
2,"cops,"
2,"population,"
1,"popular,"
1,olives.it
1,dnt
250,music
5,therefore
1,"chower,"
1,musik
1,",sheessh.."
2,"hdtv's,"
1,hu
1,populations
1,amazing....i
1,cobbler:
1,yahoo
3,wednesday.i
26,"husband,"
7,(filet
1,"cobbler,"
9,circumstances
2,intake
2,wintry
3,"room),"
4,"degrees,"
2,hyatt
2,grass-fed
1,kaprow
1,places..
4,facade
16,want
2,queuethere
3,pinto
1,modes:
27,absolute
3,mcmuffin
3,"lettuce),"
17,travel
1,topings
1,runner...
2,oceans
6,wrong
3,"pint,"
1,boba/tapioca
1,"flay,emeril's"
1,disappointed...i
2,street...but
4,18th
2,hey-nanu-nanu
24,concoction
3,chicken...oh
1,soda/creme
2,welcomed
1,spagos
3,"effect,"
1,effect)
1,"bald,"
11,fit
1,bringing
31,fix
7,fig
8,fin
3,fil
3,"welcome,"
1,tcby
1,bristle
1,arincini
1,"sidekick,"
2,spot...
5,ingredients...
1,twits
1,morellino
3,effects
3,"spago,"
1,chandler/gilbert
2,"alrighty,"
1,"celebrating,"
1,disconnection
1,"danty,"
1,restaurants)
93,"restaurants,"
1,windmill
1,"flushing,"
1,"correct,"
1,"pumpkin,"
5,phoenicians
1,"tough),"
4,impossible
3,veracruz
1,3years
3,"self,"
1,touts
3,oprah
1,"20oz,"
8,mason
1,dinginess
2,"joe's,"
2,mbfg.....unless
1,"grapefruit,"
1,"$55,"
1,estimate
7,"occasionally,"
2,chlorine
1,$13-15
1,jose's
2,ministries
1,vermecelli
1,loudness
1,"-third,"
1,"understaffed,"
1,stripe
1,"($3.95,"
2,weekdays
6,filibertos
29,kfc
2,"worries,"
1,"reward,"
1,(unsure
7,olds
4829,service
3,zinfandel
17,reuben
9,master
1,"10am,"
1,feelin'
1,carlo...we
1,olvies
1,"viet,"
8,rewards
1,slice's
1,meltdowns
1,karaange
1,blue/brown/shiny
2,"quirky,"
1,sauna....very
1,cuvee
2,anniversaries
1,restaurant....i
1,fruit:
2,"$1.50,"
85,feeling
15,"old,"
1,-$12+
1,"-$12,"
7,lulu's
3,"heads,"
1,spectrum
2,quesarito
72,dozen
1,(caramelized
1,wholesome
1,(idaho
1,2011...
1,"sh*t,"
8,sh*t.
1,spanish-villa
1,'bowl'
1,*was*
1,portions..i
92,mouth
23,"long,"
21,singer
1,"spinning,"
1,tech
1,prevention
5,scream
1,"affair,"
4,saying
1,arrive--was
3,trompo
1,"sneezing,"
1,italian/pasta
22,fennel
1,papavero
1,madeira
30,orleans
2,mug...
2,baby's
2,105
2,rico
1,lube
1,statehouse
1,happy...and
4,rick
7,rich
823,rice
1,vegas....most
1,rica
637,plate
24,"frankly,"
1,plato
1,"minimal,"
2,joint....
1,plats
1,toungue
