count,word
26,"palace,"
11,"ordered),"
10,saimin
2,"grimaces,"
2,hopping--it
1,"4-and,"
3,hour...all
3,[2/2/08]
1,woods
2,spiders
1,(runny
7,hanging
12,woody
2,specifics:
13,canes
7,11/6/14
6,chatter
9,course...
2,gab
2,originality
1,fitlet
2,"specifics,"
3,clients...i
6,spagehetti
1,omelet...you
3,"undead,"
2,hahahah
3,of....so
4,wood)
6,"spider,"
1,+tea
3,"wood,"
8,amanda-coming
3,fattiness
2,"racists,"
1,"craisins,"
8,sonja
1,area's
64,screaming
6,showroom
1,slidinthru
1,"rubs,"
4,advices
2,"james/jason,"
5,grueling
17,broiler
14,wooden
10,......our
5,"halfway,"
217,wednesday
5,hussie
2,broiled
2,crotch
3,f@#$
3,food(40
1,everything..
76,(except
3,27%
20,tom's
4,acordeon
3,eggroll)
14,complainers
2,up...almost
1,"1997,"
4,270
2,square's
6,martha's
1,junk:(
7,'appology'
3,jerry:
1,afternoon..so
13,",as"
42,errors
2,kartell
2,"chuckie,"
4,"nature,"
6,centimeter
271,cooking
2,fonzie
8,$65.00
1,"life,by"
2,designing
2,kid)
53,"kid,"
4,"jambalaya,"
4,shocks
3,"perry's,"
7,dish..
2,bbq;
1,folks...
1,"miniature,"
3,"animals,"
3,ching
25,"complainer,"
255,china
54,wagyu
11,bbq)
1,teas.....which
19,-they
106,"bbq,"
16,"shock,"
11,bar....
2707,kids
6,coke..
2,shock)
1,joel)
2,robata
2,cookin'
1,oxymoron
1,"years,nothings"
1,$70...
2,queasiness
1,(split
2,"guilt,"
1,filemignone
30,"error,"
4,awful...well
101,golden
2,cobblers
1,ta's
1,beer...
2,experience/product
1,chilli's
3,",,,i"
9,"cops,"
2,"lobster,and"
3,"population,"
2,"popular,"
4,battista
2,"speeches,"
1,"rabbit,"
5,dng
4,dna
5,catchy
1,(3/28)
4,cans...i
11,dnt
1,"everclear,"
1012,music
47,therefore
9,service.we
1,5/18/2012
3,menu...she
1,populations
2,"diiner,"
1,thereparents
1,glass(smaller
3,meteorologist
8,felipes
7,",,,,"
1,wiliam
2,teacups
1,nozawa
1,bummy
3,(filet
1,tina)
57,circumstances
9,(many
4,intake
1,callender
2,public.they
8,15-20mins
1,dichotomy
5,locker
7,"room),"
1,busyness
1,gershon
8,tomahawk
3,meat(w/o
9,wana
4,(socal
4,wang
12,pints
5,places..
2,"geesh,"
1,********
5,"less-than-tasty,"
177,want
6,cookers
2,pabil
20,pinto
1,$100/person
214,absolute
1,f@#k
47,mcmuffin
4,"lettuce),"
2,"uncorked,"
1,ditzy)
3,iq's
95,travel
1,certificate...were
3,$15/hr
3,demerits....
1,okay....she
10,barstools
5,"marquet,"
2,topings
3,service/waitress
10,"top,when"
2,spiny)
3,ribs/soon
1,runner...
4,caldo
4,oceans
1,goober
2,"cooker,"
3,hug)
2,cooker)
1,dinosaurs
121,wrong
