count,word
1,fawn
2,"considered,"
1,"http://www.yelp.com/biz_photos/the-capital-grille-scottsdale?select=pg4x2qsqmiwrloaunrfkia#pg4x2qsqmiwrloaunrfkia,"
5,"campari,"
1,sonja
2,*best*
32,cake)
82,woods
2,spiders
14,hanging
50,woody
1,"sunflowers,"
1,frou-frou
5,"tipsy,"
1,chinamerica
17,cake-
14,course...
2,"inside...also,"
3,seasoning/sauce
469,"cake,"
2,trivia...they
17,opener
2,"cooking/baking,"
3,05/28/2011
3,additon
1,w/swiss
1,heft...to
3,calpico
3,wood)
12,"spider,"
1,spider-
74,"wood,"
3,smellavator
3,portions..nice
15,antoher
1,broward
1,wood;
58,screaming
3,(bobcats
3,"rubs,"
1,kimchee..
5,grueling
2,piazza's
44,wooden
5,stellar...
618,wednesday
2,virtuosos
1,double-roasting
2,crotch
2,re-locating
5,http://www.yelp.com/biz_photos/paymons-mediterranean-cafe-and-lounge-las-vegas?userid=ezzyujdouig4p-gyb3pv_a#g-24e_xt-ducnfjm61fsvw
1,"time,but"
2,south-west
3,"cane,"
6,everything..
10,bbqs
1,chimichuri
1,expeirence
23,tom's
2,27)
2,"dayum,"
1,27+
8,complainers
1,bbq~
6,270
3,",crispy"
9,275
3,"'large,'"
1,e)
2,perfumania;
5,2011...
1,"celery),"
3,uality
30,errors
1,mall/area
3,kid:
8,brocolii
2,"circumference,"
4,(polish)
3,alllll
4,kid)
125,"kid,"
2,e'
1,"dish.,"
18,dish..
3,bbq;
1,bbq:
2,mailings
1,"deadhead,"
4,"(salads,"
4,"complainer,"
294,wagyu
3,bbq*
13,bbq)
6,bbq/
1,mcdonalds-
356,"bbq,"
12,bar....
3456,kids
2,weeks...if
2,"brocoli,"
3,archi's...you
4,controversy
3,huge...my
1,$70...
1,felipe's...i'm
13,spotty
25,"error,"
13,cobblers
1,topography
42,projection
1,consistency...i
2,cindie
2,stout...and
2,food/alcohol)
2,sedona's
2,stern
18,"population,"
13,dng
2,dna
1,"brow.,"
1,"sandie,"
4,chips....very
2,insecurity
3,"ian),"
6,(between
3,dnt
2,rice/mango
5,"(man,"
1,chu-ka)
1,passable:
337,"show,"
17,2015:
2,line...most
4,show-
1,sixteen-spice
1,chicmichanga
1,"spokane,"
2,asian...we're
1,cubed&grilled
2,"mustard,makes"
4,echelon
23,(filet
41,"cobbler,"
1,parking.their
15,(many
41,intake
7,sidebar:
5,w/lots
6,canel
1,burger(that's
5,"sidebar,"
1,"$6-$11,"
5,india's
1,pudding....its
2,wana
1,wait....our
2,wang
3,wand
99,pints
1,anyhow..
3,grass-fed
4,*cough*pandaexpress*cough*
3,w/rice
1,changes/refunds)
1,********
1,life...i'm
4,kids...
3,pinta
255,want
1,reservations.....we
45,pinto
4,suits...let
2,"coconut/pineapple,"
1,chompadilla
2,spot/bar
226,travel
4,http://tinyurl.com/2bwvra
6,exelent
3,rubs:
1,-off
1,wood*
7,barbra
8,salad..light
1,stoller
4,groovypucks
1,schokoladenmus
2,kids..u
7,(kid
3,dinosaurs
63,wrong
1,delivery..
29,"pint,"
3,(pricy)
1,pint)
1,18s
3,$170/person
1,pho/mi
2,seasonings/sauce
2,"retired,"
1,street...but
2,challe
1,chandon
2,vesuvio:
2,well--also
1,"selects,"
2,smashers
1,"grease),"
3,kuei
1,welcomed
3,spagos
9,"effect,"
3,tam's
1,is....so
13,effect)
22,tillamook
27,"voucher,"
1,"gripe...yes,"
7,azbc
2,wheat/yeast
2,p.s....
8,fir
1,time....lots
1,lunch/after
128,fit
1,uot
22,bringing
447,fix
1,him...he
1,order...i'll
1,"stand-out,"
1,fia
136,fig
13,fuddruckers
5,probst
94,fin
48,fil
62,"welcome,"
1,drink/cocktail
4,welcome)
1,"backing,"
1,reviewed)
43,vouchers
2,top-quality
9,o'riva
91,effects
2,$12.45
1,welcome;
13,(use
2,life.you
2,see....
13,restaurants:
18,restaurants;
4,(point
18,sandwiches)
7,stand-outs
1,flameado
4,bartop
2,monseuir
8,restaurants'
27,restaurants)
818,"restaurants,"
2,restaurants-
7,walnut/olive
1,mornings.......it's
2,refreshing;)
15,pumpkin)
3,experience....good
7,"pumpkin,"
7,parasites
1,large...
1,grapefruits
1,reservations...ok.
2,apetizers
1,other)--and
1,a-flutter
30,broiled
27,"self,"
1,doublestack
2,(w/creamy
2,"burito,"
2,"kheer,"
5,"simpler,"
10,enviroment
1,"20oz,"
1,drinks-mojitos
1,apocalypse:
1,dinginess
1,'el
1,mandarins)
1,apetizer)
1,choice..:
6,abbott
19,"apetizer,"
4,3.95.
1,grapefruit)
7,"grapefruit,"
2,food.....not
2,line....but
3,pumpkins
1,benches/chairs
15,estimate
3,"bartolotta,"
2,gameplay
5,chlorine
9,silent
3,nasty:
2,chiaro
2,pasta..but
7,sofritas
7,il...none
7,jose's
2,drool-teasers
2,disturbed
8,"nasty,"
4,"nakama,"
1,iron...kind
13,"seven,"
1,selfs
116,purpose
1,mexicana...so
10,aurelios
8,($3.95)
30,filibertos
1,i've/we've
3,reward)
2,ho-ho
2,($3.95;
1,"reward,"
2,looot
41,olds
2,renovated
2,~the
4,"seconds),"
4,say..as
2,(delicate
7,shape.i
8,needed
113,master
1,owners.....the
2,mousseline
7,genesis
5,(25oz)
2,quirky:
3,"viet,"
229,rewards
12,11am)
1,($6.15
2,end-all-be-all
1,onions/cilantro
2,"pills,"
1,wearing/ed
24,swish
12,"quirky,"
3,jugo
2,chain-restaurant
1,place...upon
2,($3.49
1,reverance
3,carnivore...i
1,(pretzel
2,anniversaries
1,"mani/pedis,"
